CellLine,TissueOrigin,rail_id,external_id,study,BigWigURL
KYSE150,OESOPHAGUS,2229914,SRR8616034,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8616034.ALL.bw
KYSE140,OESOPHAGUS,2229947,SRR8616035,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8616035.ALL.bw
KYSE270,OESOPHAGUS,2229980,SRR8616036,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8616036.ALL.bw
KYSE180,OESOPHAGUS,2230013,SRR8616037,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8616037.ALL.bw
KYSE410,OESOPHAGUS,2230047,SRR8616038,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8616038.ALL.bw
KYSE30,OESOPHAGUS,2230075,SRR8616039,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8616039.ALL.bw
HSC2,UPPER_AERODIGESTIVE_TRACT,2230301,SRR8616040,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8616040.ALL.bw
HSC3,UPPER_AERODIGESTIVE_TRACT,2230334,SRR8616041,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8616041.ALL.bw
HSC4,UPPER_AERODIGESTIVE_TRACT,2230364,SRR8616042,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8616042.ALL.bw
HT1080,SOFT_TISSUE,2230395,SRR8616043,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8616043.ALL.bw
HT115,LARGE_INTESTINE,2230424,SRR8616044,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8616044.ALL.bw
HT1197,URINARY_TRACT,2230456,SRR8616045,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8616045.ALL.bw
HT1376,URINARY_TRACT,2230485,SRR8616046,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8616046.ALL.bw
HT144,SKIN,2230519,SRR8616047,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8616047.ALL.bw
SKMEL1,SKIN,2230550,SRR8616048,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8616048.ALL.bw
SKMEL24,SKIN,2230581,SRR8616049,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8616049.ALL.bw
SKLU1,LUNG,2230806,SRR8616050,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8616050.ALL.bw
SKM1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2230839,SRR8616051,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8616051.ALL.bw
SKMEL31,SKIN,2230873,SRR8616052,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8616052.ALL.bw
SKMEL3,SKIN,2230907,SRR8616053,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8616053.ALL.bw
SKMEL28,SKIN,2230939,SRR8616054,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8616054.ALL.bw
SKMEL30,SKIN,2230972,SRR8616055,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8616055.ALL.bw
SKMEL5,SKIN,2231004,SRR8616056,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8616056.ALL.bw
SKMES1,LUNG,2231033,SRR8616057,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8616057.ALL.bw
SW403,LARGE_INTESTINE,2231066,SRR8616058,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8616058.ALL.bw
SW480,LARGE_INTESTINE,2231102,SRR8616059,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/59/sra.base_sums.SRP186687_SRR8616059.ALL.bw
MOLT16,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231323,SRR8616060,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8616060.ALL.bw
MOLT13,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231356,SRR8616061,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8616061.ALL.bw
NCIH1623,LUNG,2231387,SRR8616062,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8616062.ALL.bw
MOLM6,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231418,SRR8616063,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8616063.ALL.bw
MOLM16,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231451,SRR8616064,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8616064.ALL.bw
MOLP8,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231484,SRR8616065,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8616065.ALL.bw
MOLP2,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231517,SRR8616066,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8616066.ALL.bw
ML1,THYROID,2231545,SRR8616067,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8616067.ALL.bw
MKN7,STOMACH,2231579,SRR8616068,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8616068.ALL.bw
MOLM13,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231608,SRR8616069,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/69/sra.base_sums.SRP186687_SRR8616069.ALL.bw
MM1S,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2231833,SRR8616070,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/70/sra.base_sums.SRP186687_SRR8616070.ALL.bw
KPNSI9S,AUTONOMIC_GANGLIA,2231868,SRR8616071,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/71/sra.base_sums.SRP186687_SRR8616071.ALL.bw
KPNYN,AUTONOMIC_GANGLIA,2231897,SRR8616072,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/72/sra.base_sums.SRP186687_SRR8616072.ALL.bw
KS1,CENTRAL_NERVOUS_SYSTEM,2231931,SRR8616073,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/73/sra.base_sums.SRP186687_SRR8616073.ALL.bw
KU1919,URINARY_TRACT,2231963,SRR8616074,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/74/sra.base_sums.SRP186687_SRR8616074.ALL.bw
KP4,PANCREAS,2231993,SRR8616075,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/75/sra.base_sums.SRP186687_SRR8616075.ALL.bw
KPL1,BREAST,2232027,SRR8616076,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/76/sra.base_sums.SRP186687_SRR8616076.ALL.bw
KPMRTRY,SOFT_TISSUE,2232059,SRR8616077,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/77/sra.base_sums.SRP186687_SRR8616077.ALL.bw
KPNRTBM1,AUTONOMIC_GANGLIA,2232092,SRR8616078,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/78/sra.base_sums.SRP186687_SRR8616078.ALL.bw
CHAGOK1,LUNG,2232123,SRR8616079,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/79/sra.base_sums.SRP186687_SRR8616079.ALL.bw
KU812,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2232348,SRR8616080,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/80/sra.base_sums.SRP186687_SRR8616080.ALL.bw
KURAMOCHI,OVARY,2232379,SRR8616081,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/81/sra.base_sums.SRP186687_SRR8616081.ALL.bw
CHP212,AUTONOMIC_GANGLIA,2232442,SRR8616083,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/83/sra.base_sums.SRP186687_SRR8616083.ALL.bw
TOLEDO,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2232474,SRR8616084,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/84/sra.base_sums.SRP186687_SRR8616084.ALL.bw
TOV112D,OVARY,2232506,SRR8616085,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/85/sra.base_sums.SRP186687_SRR8616085.ALL.bw
TM87,SOFT_TISSUE,2232537,SRR8616086,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/86/sra.base_sums.SRP186687_SRR8616086.ALL.bw
TO175T,FIBROBLAST,2232567,SRR8616087,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/87/sra.base_sums.SRP186687_SRR8616087.ALL.bw
TIG3TD,FIBROBLAST,2232600,SRR8616088,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/88/sra.base_sums.SRP186687_SRR8616088.ALL.bw
TM31,CENTRAL_NERVOUS_SYSTEM,2232634,SRR8616089,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/89/sra.base_sums.SRP186687_SRR8616089.ALL.bw
SH4,SKIN,2232855,SRR8616090,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/90/sra.base_sums.SRP186687_SRR8616090.ALL.bw
THP1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2232888,SRR8616091,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/91/sra.base_sums.SRP186687_SRR8616091.ALL.bw
TEN,ENDOMETRIUM,2232919,SRR8616092,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/92/sra.base_sums.SRP186687_SRR8616092.ALL.bw
TF1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2232955,SRR8616093,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/93/sra.base_sums.SRP186687_SRR8616093.ALL.bw
RKN,SOFT_TISSUE,2232985,SRR8616094,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/94/sra.base_sums.SRP186687_SRR8616094.ALL.bw
SCC9,UPPER_AERODIGESTIVE_TRACT,2233016,SRR8616095,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/95/sra.base_sums.SRP186687_SRR8616095.ALL.bw
SCLC21H,LUNG,2233050,SRR8616096,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/96/sra.base_sums.SRP186687_SRR8616096.ALL.bw
SCC25,UPPER_AERODIGESTIVE_TRACT,2233081,SRR8616097,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/97/sra.base_sums.SRP186687_SRR8616097.ALL.bw
SCC4,UPPER_AERODIGESTIVE_TRACT,2233114,SRR8616098,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/98/sra.base_sums.SRP186687_SRR8616098.ALL.bw
SCABER,URINARY_TRACT,2233144,SRR8616099,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/99/sra.base_sums.SRP186687_SRR8616099.ALL.bw
SCC15,UPPER_AERODIGESTIVE_TRACT,2236439,SRR8616100,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/00/sra.base_sums.SRP186687_SRR8616100.ALL.bw
SAOS2,BONE,2236470,SRR8616101,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/01/sra.base_sums.SRP186687_SRR8616101.ALL.bw
SBC5,LUNG,2236501,SRR8616102,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/02/sra.base_sums.SRP186687_SRR8616102.ALL.bw
LC1F,LUNG,2236533,SRR8616103,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/03/sra.base_sums.SRP186687_SRR8616103.ALL.bw
SALE,LUNG,2236568,SRR8616104,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/04/sra.base_sums.SRP186687_SRR8616104.ALL.bw
NCIH2342,LUNG,2236598,SRR8616105,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/05/sra.base_sums.SRP186687_SRR8616105.ALL.bw
NCIH2291,LUNG,2236628,SRR8616106,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/06/sra.base_sums.SRP186687_SRR8616106.ALL.bw
NCIH2171,LUNG,2236661,SRR8616107,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/07/sra.base_sums.SRP186687_SRR8616107.ALL.bw
NCIH2170,LUNG,2236690,SRR8616108,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/08/sra.base_sums.SRP186687_SRR8616108.ALL.bw
NCIH2196,LUNG,2236721,SRR8616109,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/09/sra.base_sums.SRP186687_SRR8616109.ALL.bw
NCIH2172,LUNG,2236946,SRR8616110,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/10/sra.base_sums.SRP186687_SRR8616110.ALL.bw
NCIH2228,LUNG,2236980,SRR8616111,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/11/sra.base_sums.SRP186687_SRR8616111.ALL.bw
NCIH2227,LUNG,2237011,SRR8616112,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/12/sra.base_sums.SRP186687_SRR8616112.ALL.bw
NCIH2286,LUNG,2237044,SRR8616113,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/13/sra.base_sums.SRP186687_SRR8616113.ALL.bw
NCIH226,LUNG,2237076,SRR8616114,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/14/sra.base_sums.SRP186687_SRR8616114.ALL.bw
LCLC103H,LUNG,2237108,SRR8616115,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/15/sra.base_sums.SRP186687_SRR8616115.ALL.bw
BICR6,UPPER_AERODIGESTIVE_TRACT,2237143,SRR8616116,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/16/sra.base_sums.SRP186687_SRR8616116.ALL.bw
BICR56,UPPER_AERODIGESTIVE_TRACT,2237174,SRR8616117,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/17/sra.base_sums.SRP186687_SRR8616117.ALL.bw
BL70,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2237207,SRR8616118,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/18/sra.base_sums.SRP186687_SRR8616118.ALL.bw
BL41,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2237237,SRR8616119,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/19/sra.base_sums.SRP186687_SRR8616119.ALL.bw
BICR18,UPPER_AERODIGESTIVE_TRACT,2237461,SRR8616120,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/20/sra.base_sums.SRP186687_SRR8616120.ALL.bw
BICR16,UPPER_AERODIGESTIVE_TRACT,2237496,SRR8616121,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/21/sra.base_sums.SRP186687_SRR8616121.ALL.bw
BICR31,UPPER_AERODIGESTIVE_TRACT,2237529,SRR8616122,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/22/sra.base_sums.SRP186687_SRR8616122.ALL.bw
BICR22,UPPER_AERODIGESTIVE_TRACT,2237557,SRR8616123,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/23/sra.base_sums.SRP186687_SRR8616123.ALL.bw
BT20,BREAST,2237588,SRR8616124,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/24/sra.base_sums.SRP186687_SRR8616124.ALL.bw
BT12,SOFT_TISSUE,2237622,SRR8616125,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/25/sra.base_sums.SRP186687_SRR8616125.ALL.bw
HMCB,SKIN,2237652,SRR8616126,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/26/sra.base_sums.SRP186687_SRR8616126.ALL.bw
HMC18,BREAST,2237685,SRR8616127,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/27/sra.base_sums.SRP186687_SRR8616127.ALL.bw
TE9,OESOPHAGUS,2237716,SRR8616128,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/28/sra.base_sums.SRP186687_SRR8616128.ALL.bw
HEPG2,LIVER,2237750,SRR8616129,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/29/sra.base_sums.SRP186687_SRR8616129.ALL.bw
HEP3B217,LIVER,2237976,SRR8616130,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/30/sra.base_sums.SRP186687_SRR8616130.ALL.bw
HGC27,STOMACH,2238009,SRR8616131,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/31/sra.base_sums.SRP186687_SRR8616131.ALL.bw
HEYA8,OVARY,2238041,SRR8616132,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/32/sra.base_sums.SRP186687_SRR8616132.ALL.bw
HL60,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238075,SRR8616133,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/33/sra.base_sums.SRP186687_SRR8616133.ALL.bw
HH,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238104,SRR8616134,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/34/sra.base_sums.SRP186687_SRR8616134.ALL.bw
HLF,LIVER,2238135,SRR8616135,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/35/sra.base_sums.SRP186687_SRR8616135.ALL.bw
HLFA,FIBROBLAST,2238167,SRR8616136,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/36/sra.base_sums.SRP186687_SRR8616136.ALL.bw
CI1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238200,SRR8616137,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/37/sra.base_sums.SRP186687_SRR8616137.ALL.bw
CJM,SKIN,2238230,SRR8616138,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/38/sra.base_sums.SRP186687_SRR8616138.ALL.bw
CL11,LARGE_INTESTINE,2238263,SRR8616139,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/39/sra.base_sums.SRP186687_SRR8616139.ALL.bw
CL14,LARGE_INTESTINE,2238485,SRR8616140,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/40/sra.base_sums.SRP186687_SRR8616140.ALL.bw
CL34,LARGE_INTESTINE,2238519,SRR8616141,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/41/sra.base_sums.SRP186687_SRR8616141.ALL.bw
CL40,LARGE_INTESTINE,2238552,SRR8616142,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/42/sra.base_sums.SRP186687_SRR8616142.ALL.bw
CMK,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238580,SRR8616143,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/43/sra.base_sums.SRP186687_SRR8616143.ALL.bw
CMLT1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238613,SRR8616144,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/44/sra.base_sums.SRP186687_SRR8616144.ALL.bw
COLO201,LARGE_INTESTINE,2238650,SRR8616145,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/45/sra.base_sums.SRP186687_SRR8616145.ALL.bw
COLO320,LARGE_INTESTINE,2238681,SRR8616146,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/46/sra.base_sums.SRP186687_SRR8616146.ALL.bw
SKNDZ,AUTONOMIC_GANGLIA,2238712,SRR8616147,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/47/sra.base_sums.SRP186687_SRR8616147.ALL.bw
P31FUJ,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238744,SRR8616148,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/48/sra.base_sums.SRP186687_SRR8616148.ALL.bw
P12ICHIKAWA,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2238780,SRR8616149,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/49/sra.base_sums.SRP186687_SRR8616149.ALL.bw
PANC0203,PANCREAS,2239004,SRR8616150,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/50/sra.base_sums.SRP186687_SRR8616150.ALL.bw
P3HR1,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2239035,SRR8616151,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/51/sra.base_sums.SRP186687_SRR8616151.ALL.bw
NCIH69,LUNG,2239068,SRR8616152,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/52/sra.base_sums.SRP186687_SRR8616152.ALL.bw
NCIH716,LARGE_INTESTINE,2239099,SRR8616153,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/53/sra.base_sums.SRP186687_SRR8616153.ALL.bw
OVTOKO,OVARY,2239130,SRR8616154,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/54/sra.base_sums.SRP186687_SRR8616154.ALL.bw
OVSAHO,OVARY,2239162,SRR8616155,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/55/sra.base_sums.SRP186687_SRR8616155.ALL.bw
NCIH650,LUNG,2239194,SRR8616156,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/56/sra.base_sums.SRP186687_SRR8616156.ALL.bw
NCIH660,PROSTATE,2239223,SRR8616157,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/57/sra.base_sums.SRP186687_SRR8616157.ALL.bw
NCIH661,LUNG,2239258,SRR8616158,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/58/sra.base_sums.SRP186687_SRR8616158.ALL.bw
NCIH524,LUNG,2239515,SRR8616160,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/60/sra.base_sums.SRP186687_SRR8616160.ALL.bw
NCIH526,LUNG,2239551,SRR8616161,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/61/sra.base_sums.SRP186687_SRR8616161.ALL.bw
NCIH596,LUNG,2239583,SRR8616162,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/62/sra.base_sums.SRP186687_SRR8616162.ALL.bw
NCIH647,LUNG,2239614,SRR8616163,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/63/sra.base_sums.SRP186687_SRR8616163.ALL.bw
697,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2239645,SRR8616164,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/64/sra.base_sums.SRP186687_SRR8616164.ALL.bw
647V,URINARY_TRACT,2239675,SRR8616165,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/65/sra.base_sums.SRP186687_SRR8616165.ALL.bw
253J,URINARY_TRACT,2239708,SRR8616166,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/66/sra.base_sums.SRP186687_SRR8616166.ALL.bw
253JBV,URINARY_TRACT,2239743,SRR8616167,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/67/sra.base_sums.SRP186687_SRR8616167.ALL.bw
2313287,STOMACH,2239774,SRR8616168,SRP186687,https://duffel.rail.bio/recount3/human/data_sources/sra/base_sums/87/SRP186687/68/sra.base_sums.SRP186687_SRR8616168.ALL.bw
